constituency,ac_number,candidate,party,votes,turnout,reserved,region
Anthiyur,105,KAVIBHARATHI.K,Bahujan Samaj Party,380,,GEN,Kongu
Anthiyur,105,SANKARKUMAR.K.A,IND,330,,GEN,Kongu
Anthiyur,105,SHEIK DAVOOD.A.M,IND,250,,GEN,Kongu
Anthiyur,105,KARTHI.M,IND,197,,GEN,Kongu
Anthiyur,105,SELVI.A,IND,176,,GEN,Kongu
Gobichettipalayam,106,SENGOTTAIYAN.K.A,TVK,82612,,GEN,Kongu
Gobichettipalayam,106,NALLASIVAM.N,DMK,65992,,GEN,Kongu
Gobichettipalayam,106,PRABHU.V.B,AIADMK,56232,,GEN,Kongu
Gobichettipalayam,106,SEETHALAKSHMI.M.K,NTK,8137,,GEN,Kongu
Gobichettipalayam,106,THIRUVENGATESH.M,Tamizhaga Vaazhvurimai Katchi,1746,,GEN,Kongu
Gobichettipalayam,106,NOTA,NOTA,907,,GEN,Kongu
Gobichettipalayam,106,RAVIKUMAR.R,Bahujan Samaj Party,760,,GEN,Kongu
Gobichettipalayam,106,PALANISAMYRAAJ.M,IND,539,,GEN,Kongu
Gobichettipalayam,106,BHUVANESHWARI.A,IND,499,,GEN,Kongu
Gobichettipalayam,106,VENKATACHALAM,IND,470,,GEN,Kongu
Gobichettipalayam,106,DHANAPAL.K,IND,349,,GEN,Kongu
Gobichettipalayam,106,SUMATHI.G,IND,332,,GEN,Kongu
Gobichettipalayam,106,SELVAKUMAR.R,IND,292,,GEN,Kongu
Gobichettipalayam,106,MALARVIZHI,Party for the Rights of Other backward Classes,197,,GEN,Kongu
Gobichettipalayam,106,ANANDHAKUMAR.M,IND,161,,GEN,Kongu
Gobichettipalayam,106,RAMESH.P,IND,149,,GEN,Kongu
Gobichettipalayam,106,SEETHA.R,IND,139,,GEN,Kongu
Gobichettipalayam,106,SAKTHIVEL.G,IND,114,,GEN,Kongu
Gobichettipalayam,106,SHANMUGAM.G,IND,100,,GEN,Kongu
Bhavanisagar,107,V.P.TAMILSELVI,TVK,72391,,SC,Kongu
Bhavanisagar,107,A.BANNARI,AIADMK,67822,,SC,Kongu
Bhavanisagar,107,P.L.SUNDARAM,CPI,63107,,SC,Kongu
Bhavanisagar,107,S.SOUNDARYA,NTK,5832,,SC,Kongu
Bhavanisagar,107,NOTA,NOTA,1804,,SC,Kongu
Bhavanisagar,107,B.PALANISWAMY,Bahujan Samaj Party,1029,,SC,Kongu
Bhavanisagar,107,DR.HANUMAIAH.C,IND,556,,SC,Kongu
Bhavanisagar,107,RAMAKRISHNAN,IND,543,,SC,Kongu
Bhavanisagar,107,C.PALANICHAMY,IND,481,,SC,Kongu
Bhavanisagar,107,S.PALANISWAMY,IND,333,,SC,Kongu
Bhavanisagar,107,RAKKI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,327,,SC,Kongu
Bhavanisagar,107,GOPALAN.M,IND,193,,SC,Kongu
Bhavanisagar,107,A.AMRISH,IND,177,,SC,Kongu
Udhagamandalam,108,BHOJARAJAN.M,BJP,48488,,GEN,Kongu
Udhagamandalam,108,IBRAHIM.R,TVK,47512,,GEN,Kongu
Udhagamandalam,108,RAMACHANDRAN.B,INC,45658,,GEN,Kongu
Udhagamandalam,108,RAGUPATHY.B,NTK,4641,,GEN,Kongu
Udhagamandalam,108,NOTA,NOTA,1525,,GEN,Kongu
Udhagamandalam,108,MANIAN.R,IND,462,,GEN,Kongu
Udhagamandalam,108,SAVEETHA.R,Tamizhaga Vaazhvurimai Katchi,418,,GEN,Kongu
Gudalur,109,DHRAVIDAMANI.M,DMK,65590,,SC,Kongu
Gudalur,109,PON.JAYASEELAN,AIADMK,42757,,SC,Kongu
Gudalur,109,DEEPAK SAI KISHORE.A,TVK,34962,,SC,Kongu
Gudalur,109,KARTHIK.R,NTK,6199,,SC,Kongu
Gudalur,109,NOTA,NOTA,871,,SC,Kongu
Gudalur,109,THILAGARAJ.N,IND,443,,SC,Kongu
Gudalur,109,RAJ.S.K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,419,,SC,Kongu
Coonoor,110,M. RAJU,DMK,50470,,GEN,Kongu
Coonoor,110,A. RAMU,AIADMK,42371,,GEN,Kongu
Coonoor,110,C. THANGARAJU,TVK,42225,,GEN,Kongu
Coonoor,110,K. DEENU,NTK,4695,,GEN,Kongu
Coonoor,110,NOTA,NOTA,720,,GEN,Kongu
Coonoor,110,C. DINESH KUMAR,IND,573,,GEN,Kongu
Coonoor,110,D. VIDHYASAGAR,IND,340,,GEN,Kongu
Mettuppalayam,111,SUNILANAND,TVK,75664,,GEN,Kongu
Mettuppalayam,111,SMT.KAVITHA KALYANASUNDARAM,DMK,67896,,GEN,Kongu
Mettuppalayam,111,O.K.CHINNARAJ,AIADMK,61736,,GEN,Kongu
Mettuppalayam,111,T.R.SHANMUGASUNDARAM,IND,26756,,GEN,Kongu
Mettuppalayam,111,S.GOPALAKRISHNAN,NTK,6508,,GEN,Kongu
Mettuppalayam,111,NOTA,NOTA,839,,GEN,Kongu
Mettuppalayam,111,V.SENTHIL KUMAR,IND,612,,GEN,Kongu
Mettuppalayam,111,V.ANANDKUMAR,IND,596,,GEN,Kongu
Mettuppalayam,111,R.CHINNARAJ,IND,586,,GEN,Kongu
Mettuppalayam,111,S.ABDUL RAHIMAN,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,458,,GEN,Kongu
Mettuppalayam,111,"SIVARAJ,R.",Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,387,,GEN,Kongu
Mettuppalayam,111,R.SANGEETHA,Naadaalum Makkal Katchi,356,,GEN,Kongu
Mettuppalayam,111,"DHAMOTHARAN,V.",All India Puratchi Thalaivar Makkal Munnettra Kazhagam,296,,GEN,Kongu
Mettuppalayam,111,S.KAVITHA,IND,263,,GEN,Kongu
Mettuppalayam,111,N.SARAVANA KUMAR,IND,252,,GEN,Kongu
Mettuppalayam,111,A.SATHIYALEELA,IND,238,,GEN,Kongu
Mettuppalayam,111,C.MAHENDRAN,IND,190,,GEN,Kongu
Mettuppalayam,111,C.NAGARAJ,Party for the Rights of Other backward Classes,161,,GEN,Kongu
Mettuppalayam,111,M.PALANICHAMI,IND,120,,GEN,Kongu
Mettuppalayam,111,T.AMIRTHALINGAM,IND,119,,GEN,Kongu
Mettuppalayam,111,"RANGASAMY,P.",IND,99,,GEN,Kongu
Mettuppalayam,111,MANOHARAN,IND,98,,GEN,Kongu
Mettuppalayam,111,P.RAVICHANDRAN,IND,89,,GEN,Kongu
Avanashi,112,KAMALI.S,TVK,84209,,SC,Kongu
Avanashi,112,DR. L. MURUGAN,BJP,68836,,SC,Kongu
Avanashi,112,DR. GOKILAMANI.V,DMK,65530,,SC,Kongu
Avanashi,112,MENAKA. V,NTK,7704,,SC,Kongu
Avanashi,112,NOTA,NOTA,1563,,SC,Kongu
Avanashi,112,GOKILAMANI. M,IND,652,,SC,Kongu
Avanashi,112,GOVINDAN.P,Bahujan Samaj Party,585,,SC,Kongu
Avanashi,112,DHANABAL.R,IND,546,,SC,Kongu
Avanashi,112,ARUMUGAM.R,Ganasangam Party of India,501,,SC,Kongu
Avanashi,112,MOORTHI.R,IND,313,,SC,Kongu
Avanashi,112,SUBRAMANI.C.K,IND,264,,SC,Kongu
Avanashi,112,CHINNASAMY.V,Tamizhaga Vaazhvurimai Katchi,259,,SC,Kongu
Avanashi,112,ANANDHI.S,IND,235,,SC,Kongu
Avanashi,112,SATHIYARASU. R,IND,215,,SC,Kongu
Avanashi,112,ARUMUGAM. P,IND,188,,SC,Kongu
Tiruppur (North),113,V.SATHYABAMA,TVK,131401,,GEN,Kongu
Tiruppur (North),113,M.S.M.ANANDAN,AIADMK,61409,,GEN,Kongu
Tiruppur (North),113,M.RAVI ALIAS M.SUBRAMANIAN,CPI,53964,,GEN,Kongu
Tiruppur (North),113,R.ABINAYA,NTK,13157,,GEN,Kongu
Tiruppur (North),113,NOTA,NOTA,1078,,GEN,Kongu
Tiruppur (North),113,L.JAMES REYNOLD,Bahujan Samaj Party,380,,GEN,Kongu
Tiruppur (North),113,T.KRISHNASWAMY,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,351,,GEN,Kongu
Tiruppur (North),113,G.BALAKRISHNAN,IND,247,,GEN,Kongu
Tiruppur (North),113,K.VENKADASWAMY,IND,218,,GEN,Kongu
Tiruppur (North),113,PY.DHATCHINAMURTHY,Tamizhaga Vaazhvurimai Katchi,214,,GEN,Kongu
Tiruppur (North),113,R.VISHNUMOORTHY,IND,198,,GEN,Kongu
Tiruppur (North),113,P.RAVI,IND,196,,GEN,Kongu
Tiruppur (North),113,K.ANAND,IND,193,,GEN,Kongu
Tiruppur (North),113,M.RANGASAMY,IND,179,,GEN,Kongu
Tiruppur (North),113,GANISHKAR,IND,172,,GEN,Kongu
Tiruppur (North),113,S.ANANDHAKUMAR,IND,100,,GEN,Kongu
Tiruppur (South),114,BALAMURUGAN. S,TVK,73793,,GEN,Kongu
Tiruppur (South),114,DINESHKUMAR. N,DMK,60892,,GEN,Kongu
Tiruppur (South),114,THANGARAJ. S,BJP,34617,,GEN,Kongu
Tiruppur (South),114,DINESH. P.N,NTK,6956,,GEN,Kongu
Tiruppur (South),114,NOTA,NOTA,644,,GEN,Kongu
Tiruppur (South),114,KALIMUTHU. K,All India Forward Bloc,626,,GEN,Kongu
Tiruppur (South),114,DINESHKUMAR,IND,235,,GEN,Kongu
Tiruppur (South),114,RANGASAMY. S,Bahujan Samaj Party,234,,GEN,Kongu
Tiruppur (South),114,DINESHKUMAR,IND,203,,GEN,Kongu
Tiruppur (South),114,KESAVAMURTHI. N,IND,194,,GEN,Kongu
Tiruppur (South),114,MALARVIZHI. G,Indhu Dravida Makkal Katchi,170,,GEN,Kongu
Tiruppur (South),114,MAHALINGAM. V,IND,167,,GEN,Kongu
Tiruppur (South),114,VASANTHAMANI. K,IND,142,,GEN,Kongu
Tiruppur (South),114,VENKATACHALAM. G,IND,139,,GEN,Kongu
Tiruppur (South),114,DHANABAL. D,IND,132,,GEN,Kongu
Tiruppur (South),114,DINESHKUMAR. V,IND,116,,GEN,Kongu
Tiruppur (South),114,VIJAYAKUMAR. M,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,81,,GEN,Kongu
Tiruppur (South),114,JOHN BASHA. A,Tamizhaga Vaazhvurimai Katchi,76,,GEN,Kongu
Tiruppur (South),114,RATHINAVEL. M,IND,72,,GEN,Kongu
Tiruppur (South),114,AMUTHAVEL. P,IND,69,,GEN,Kongu
Tiruppur (South),114,MOHAMED MUBARAK ALI,Ganasangam Party of India,60,,GEN,Kongu
Tiruppur (South),114,VENKADASAMY. K,IND,60,,GEN,Kongu
Tiruppur (South),114,DR. RAMAKRISHNAN. S,IND,50,,GEN,Kongu
Tiruppur (South),114,KARTHIKADEVI. K,IND,45,,GEN,Kongu
Tiruppur (South),114,RAMESH. S,IND,41,,GEN,Kongu
Palladam,115,K.RAMKUMAR,TVK,121297,,GEN,Kongu
Palladam,115,K.P.PARAMASIVAM,AIADMK,83400,,GEN,Kongu
Palladam,115,K.SELVARAJ,DMK,78625,,GEN,Kongu
Palladam,115,K.V.THAMILINIYAN,NTK,13141,,GEN,Kongu
Palladam,115,NOTA,NOTA,1417,,GEN,Kongu
Palladam,115,K.RATHINASAMY,Bahujan Samaj Party,578,,GEN,Kongu
Palladam,115,V.MOHANRAJ,IND,407,,GEN,Kongu
Palladam,115,A. RAMESH,IND,364,,GEN,Kongu
Palladam,115,A.ANNADURAI,IND,346,,GEN,Kongu
Palladam,115,S.DHARMARAJ,Tamilaga Makkal Nala Katchi,327,,GEN,Kongu
Palladam,115,ANNADURAI.R,IND,285,,GEN,Kongu
Palladam,115,S.ARUMUGAM,IND,274,,GEN,Kongu
Palladam,115,K.SAKTHIVEL,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,184,,GEN,Kongu
Palladam,115,G.SELVARAJ,IND,163,,GEN,Kongu
Palladam,115,M. SELVARAJ,IND,123,,GEN,Kongu
Palladam,115,A.SARAVANAN,IND,83,,GEN,Kongu
Sulur,116,NM.SUKUMAR,TVK,90531,,GEN,Kongu
Sulur,116,V.P.KANDASAMY,AIADMK,85741,,GEN,Kongu
Sulur,116,THALAPATHY MURUGESAN,DMK,83654,,GEN,Kongu
Sulur,116,DR.S.RAJASEKARAN,NTK,10147,,GEN,Kongu
Sulur,116,NOTA,NOTA,1353,,GEN,Kongu
Sulur,116,MURUGESH.R.,IND,437,,GEN,Kongu
Sulur,116,KANTHASAMY.K.,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,283,,GEN,Kongu
Sulur,116,KANDASAMY.R.,IND,271,,GEN,Kongu
Sulur,116,PAPPA MUTHULAKSHMI.P.,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,216,,GEN,Kongu
Sulur,116,SUMAN SINGH.R.,Tamizhaga Vaazhvurimai Katchi,205,,GEN,Kongu
Sulur,116,PALANISAMY.M.,Party for the Rights of Other backward Classes,156,,GEN,Kongu
Sulur,116,MURUGESAN.N.,IND,139,,GEN,Kongu
Sulur,116,NAGARAJ.K.,Ganasangam Party of India,137,,GEN,Kongu
Sulur,116,KANDASAMY.A.,IND,109,,GEN,Kongu
Sulur,116,KANDASAMY.V.,IND,90,,GEN,Kongu
Sulur,116,NELSON.W.,Tamilaga Makkal Nala Katchi,75,,GEN,Kongu
Kavundampalayam,117,KANIMOZHI SANTHOSH,TVK,146466,,GEN,Kongu
Kavundampalayam,117,ARUNKUMAR PRG,AIADMK,104326,,GEN,Kongu
Kavundampalayam,117,SURYA PRAKASH K.P,INC,90726,,GEN,Kongu
Kavundampalayam,117,KALAMANI JAGANATHAN,NTK,16834,,GEN,Kongu
Kavundampalayam,117,NOTA,NOTA,2116,,GEN,Kongu
Kavundampalayam,117,KANIMOZHI.K,IND,567,,GEN,Kongu
Kavundampalayam,117,K.VELMURUGAN,Bahujan Samaj Party,524,,GEN,Kongu
Kavundampalayam,117,THOZHAR.N.ARUNKUMAR,Tamizhaga Vaazhvurimai Katchi,424,,GEN,Kongu
Kavundampalayam,117,S.THAMARAI KANNAN,Party for the Rights of Other backward Classes,356,,GEN,Kongu
Kavundampalayam,117,A.BALAMURUGAN,IND,340,,GEN,Kongu
Kavundampalayam,117,M.RAJALINGAM,IND,338,,GEN,Kongu
Kavundampalayam,117,MALLIGA.M,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,314,,GEN,Kongu
Kavundampalayam,117,M.JOHN BOSCO,IND,306,,GEN,Kongu
Kavundampalayam,117,SURIYAKUMAR.K,IND,235,,GEN,Kongu
Kavundampalayam,117,V.PUSHPANANTHAM,Tamizhaga Murpokku Makkal Katchi,119,,GEN,Kongu
Coimbatore (North),118,V. SAMPATHKUMAR,TVK,92500,,GEN,Kongu
Coimbatore (North),118,DURAI. SENTHAMIL SELVAN B.E,DMK,70508,,GEN,Kongu
Coimbatore (North),118,VANATHI SRINIVASAN,BJP,49722,,GEN,Kongu
Coimbatore (North),118,NARMADHA. G.,NTK,9036,,GEN,Kongu
Coimbatore (North),118,NOTA,NOTA,1020,,GEN,Kongu
Coimbatore (North),118,P. KRISHNASAMY,Bahujan Samaj Party,383,,GEN,Kongu
Coimbatore (North),118,A.K. SENTHAMIZH SELVAN,IND,351,,GEN,Kongu
Coimbatore (North),118,K. UDHAYAKUMAR,Thamizhaka Padaippalar Makkal Katchi,327,,GEN,Kongu
Coimbatore (North),118,R. SAMPATH KUMAR,IND,310,,GEN,Kongu
Coimbatore (North),118,BALU. P.M.,IND,276,,GEN,Kongu
Coimbatore (North),118,PALANIKUMAR. V.,IND,152,,GEN,Kongu
Coimbatore (North),118,S. SAMPATHKUMAR,IND,134,,GEN,Kongu
Coimbatore (North),118,S. SENTHILKUMAR,Samaniya Makkal Nala Katchi,121,,GEN,Kongu
Coimbatore (North),118,P. SARAVANAN,IND,121,,GEN,Kongu
Coimbatore (North),118,V. KRISHNAN,IND,118,,GEN,Kongu
Coimbatore (North),118,K. RAGHUL GANDHI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,112,,GEN,Kongu
Coimbatore (North),118,G.D. KRISHNAKUMAR,IND,104,,GEN,Kongu
Coimbatore (North),118,RAJASEKARAN. B.,Tamizhaga Vaazhvurimai Katchi,96,,GEN,Kongu
Coimbatore (North),118,RAVI. V,IND,95,,GEN,Kongu
Coimbatore (North),118,R. MANIAN,IND,89,,GEN,Kongu
Coimbatore (North),118,S. DHANA RAJ,IND,87,,GEN,Kongu
Coimbatore (North),118,S. MEENAKSHI SUNDARAM,Tamizhaga Murpokku Makkal Katchi,75,,GEN,Kongu
Coimbatore (North),118,K. SAMPATH KUMAR,IND,71,,GEN,Kongu
Coimbatore (North),118,V. LINGARAJA,IND,65,,GEN,Kongu
Coimbatore (North),118,R. SETHURAGUNATHAN,IND,60,,GEN,Kongu
Coimbatore (North),118,R. SATHISH KUMAR,IND,54,,GEN,Kongu
Coimbatore (North),118,A. MARIMUTHU,IND,54,,GEN,Kongu
Coimbatore (North),118,G. RAJKUMAR,IND,42,,GEN,Kongu
Coimbatore (North),118,A. RAMESH,IND,26,,GEN,Kongu
Thondamuthur,119,S.P.VELUMANI,AIADMK,93316,,GEN,Kongu
Thondamuthur,119,SATHISH RAJU (ALIAS) K.P.R. SATHISH,TVK,78591,,GEN,Kongu
Thondamuthur,119,N.R.KARTHIKEYAN,DMK,75917,,GEN,Kongu
Thondamuthur,119,RAJABU NISHA.Z,NTK,6976,,GEN,Kongu
Thondamuthur,119,NOTA,NOTA,1000,,GEN,Kongu
Thondamuthur,119,RAFEEQ.A.M.,IND,317,,GEN,Kongu
Thondamuthur,119,BALAMANI.V,IND,304,,GEN,Kongu
Thondamuthur,119,NIRMALKUMAR.R,IND,258,,GEN,Kongu
Thondamuthur,119,KARTHIKEYAN.R-POOLUVAPATTI,IND,241,,GEN,Kongu
Thondamuthur,119,SHAJAHAN.S,Tamizhaga Vaazhvurimai Katchi,215,,GEN,Kongu
Thondamuthur,119,DEEPA.G.S,IND,195,,GEN,Kongu
Thondamuthur,119,SIVARAMAN.C,IND,185,,GEN,Kongu
Thondamuthur,119,VIJAYA.K,IND,183,,GEN,Kongu
Thondamuthur,119,MANOKARAN.K,IND,142,,GEN,Kongu
Thondamuthur,119,KALAIVANI.S,IND,125,,GEN,Kongu
Thondamuthur,119,KARTHIKEYAN.R-THONDAMUTHUR,IND,108,,GEN,Kongu
Thondamuthur,119,ARULKUMAR.P,IND,104,,GEN,Kongu
Thondamuthur,119,DEVADASS.K,IND,99,,GEN,Kongu
Thondamuthur,119,KARTHIKEYAN.M,IND,90,,GEN,Kongu
Thondamuthur,119,KOWSALYA.V,IND,77,,GEN,Kongu
Thondamuthur,119,KARTHIKEYAN.R,IND,54,,GEN,Kongu
Thondamuthur,119,VISWANATHAN.M,IND,52,,GEN,Kongu
Coimbatore (South),120,V SENTHILBALAJI,DMK,59724,,GEN,Kongu
Coimbatore (South),120,V. SENTHILKUMAR,TVK,57453,,GEN,Kongu
Coimbatore (South),120,AMMAN K.ARJUNAN,AIADMK,31689,,GEN,Kongu
Coimbatore (South),120,PERARIVALAN. V,NTK,5062,,GEN,Kongu
Coimbatore (South),120,NOTA,NOTA,759,,GEN,Kongu
Coimbatore (South),120,J. PRAVEENKUMAR,IND,170,,GEN,Kongu
Coimbatore (South),120,GOKULA KRISHNAN.S,Tamizhaga Vaazhvurimai Katchi,158,,GEN,Kongu
Coimbatore (South),120,M. SENTHILKUMAR,IND,158,,GEN,Kongu
Coimbatore (South),120,B. DHANDAPANI,New Generation People's Party,157,,GEN,Kongu
Coimbatore (South),120,P. PALANIVEL,IND,154,,GEN,Kongu
Coimbatore (South),120,K. DINESH KUMAR,IND,117,,GEN,Kongu
Coimbatore (South),120,B. YUVARAJ,IND,105,,GEN,Kongu
Coimbatore (South),120,V. SENTHILKUMAR,IND,92,,GEN,Kongu
Coimbatore (South),120,S. RANGARAJ,IND,67,,GEN,Kongu
Coimbatore (South),120,IMTHIYAS,IND,65,,GEN,Kongu
Coimbatore (South),120,V. VELMURUGAN,IND,48,,GEN,Kongu
Coimbatore (South),120,VENKATACHALAM PARAMASIVAM,IND,43,,GEN,Kongu
Coimbatore (South),120,T. MAGIZHAN,IND,40,,GEN,Kongu
Coimbatore (South),120,K. RAJAPANDIAN,IND,40,,GEN,Kongu
Coimbatore (South),120,L. HAKKIM,IND,38,,GEN,Kongu
Coimbatore (South),120,J. SURIYAKUMAR,IND,37,,GEN,Kongu
Coimbatore (South),120,G. MAHESHWARAN,Tamizhaga Murpokku Makkal Katchi,36,,GEN,Kongu
Coimbatore (South),120,P. SANGARARAJ,IND,36,,GEN,Kongu
Coimbatore (South),120,M. JOHN BOSCO,IND,33,,GEN,Kongu
Coimbatore (South),120,D. VIGNESHWARAN,IND,32,,GEN,Kongu
Coimbatore (South),120,K. VIJAYAN,IND,32,,GEN,Kongu
Coimbatore (South),120,N. ABILAZAN,IND,31,,GEN,Kongu
Coimbatore (South),120,P. MANOJ,IND,28,,GEN,Kongu
Coimbatore (South),120,K.S. RAJAGOPAL,IND,27,,GEN,Kongu
Coimbatore (South),120,GOPALAKRISHNAN,IND,24,,GEN,Kongu
Coimbatore (South),120,P. KATHIRAVAN,IND,23,,GEN,Kongu
Coimbatore (South),120,M. RAVICHANDRAN,IND,21,,GEN,Kongu
Singanallur,121,K.S.SRI GIRI PRASATH,TVK,84163,,GEN,Kongu
Singanallur,121,V.SRINIDHI,INC,65024,,GEN,Kongu
Singanallur,121,K.R.JAYARAM,AIADMK,57783,,GEN,Kongu
Singanallur,121,NEHRUJI GUNASEKARAN,NTK,9203,,GEN,Kongu
Singanallur,121,NOTA,NOTA,1346,,GEN,Kongu
Singanallur,121,SIVAJI PERUMAL,Bahujan Samaj Party,428,,GEN,Kongu
Singanallur,121,N.R.APPATHURAI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,318,,GEN,Kongu
Singanallur,121,THAHIR HUSSAIN,IND,278,,GEN,Kongu
Singanallur,121,AKBAR ALI,IND,255,,GEN,Kongu
Singanallur,121,MURUGAN.O,Ganasangam Party of India,228,,GEN,Kongu
Singanallur,121,S.S.SUNDHARAM,Rashtriya Samaj Dal (R),201,,GEN,Kongu
Singanallur,121,P.TAMILSELVI,IND,174,,GEN,Kongu
Singanallur,121,JANANI.D,IND,168,,GEN,Kongu
Singanallur,121,S.SATHEESH,IND,160,,GEN,Kongu
Singanallur,121,SARVESWARAN,Party for the Rights of Other backward Classes,151,,GEN,Kongu
Singanallur,121,N.RAJASEKARAN,IND,130,,GEN,Kongu
Singanallur,121,K.KUMAR BABU,IND,127,,GEN,Kongu
Singanallur,121,UMA PARAMASIVAM,IND,115,,GEN,Kongu
Singanallur,121,RAJKUMAR.M,IND,111,,GEN,Kongu
Singanallur,121,SUBARAMANIAN.N,IND,102,,GEN,Kongu
Singanallur,121,V.BALAMURUGAN,IND,91,,GEN,Kongu
Singanallur,121,M.ASHOK KUMAR,IND,82,,GEN,Kongu
Singanallur,121,VIJAYAKUMAR,IND,66,,GEN,Kongu
Singanallur,121,DR.K.RAJKUMAR,IND,65,,GEN,Kongu
Singanallur,121,VASANTHI,IND,59,,GEN,Kongu
Singanallur,121,KARTHIK,IND,54,,GEN,Kongu
Singanallur,121,R.MANIKANDABRABHU,IND,53,,GEN,Kongu
Singanallur,121,AYOOB RIYAS,IND,50,,GEN,Kongu
Singanallur,121,A.MOUNAKUMAR,IND,48,,GEN,Kongu
Kinathukadavu,122,VIGNESH K,TVK,99950,,GEN,Kongu
Kinathukadavu,122,SABARI KARTHIKEYAN K.V.K.S,DMK,88240,,GEN,Kongu
Kinathukadavu,122,DAMODARAN S,AIADMK,67789,,GEN,Kongu
Kinathukadavu,122,BANUPRIYA M,NTK,9667,,GEN,Kongu
Kinathukadavu,122,NOTA,NOTA,1717,,GEN,Kongu
Kinathukadavu,122,MARIYAPPAN R,Ganasangam Party of India,554,,GEN,Kongu
Pollachi,123,K. NITHYANANDHAN,DMK,62013,,GEN,Kongu
Pollachi,123,POLLACHI V. JAYARAMAN,AIADMK,57386,,GEN,Kongu
Pollachi,123,G. RAMANATHAN,TVK,53819,,GEN,Kongu
Pollachi,123,N. SENTHIL KUMAR,NTK,4866,,GEN,Kongu
Pollachi,123,NOTA,NOTA,849,,GEN,Kongu
Pollachi,123,M. JAYARAM,IND,596,,GEN,Kongu
Pollachi,123,C.M. ARUCHAMY,Bahujan Samaj Party,329,,GEN,Kongu
Pollachi,123,S. JEYARAM,IND,323,,GEN,Kongu
Pollachi,123,M. JAYARAMAN,IND,269,,GEN,Kongu
Pollachi,123,M. JAYAPRATHAP,IND,227,,GEN,Kongu
Pollachi,123,V. KARTHIKEYAN,IND,192,,GEN,Kongu
Pollachi,123,T. NITHYANANTHAM,IND,126,,GEN,Kongu
Pollachi,123,K. NITHYANANDAN,IND,114,,GEN,Kongu
Pollachi,123,P. NAGARAJ,IND,87,,GEN,Kongu
Valparai,124,KUTTY (ALIAS) SUDHAKAR. A,DMK,54671,,SC,Kongu
Valparai,124,DR. SRIDHARAN. A,TVK,45300,,SC,Kongu
Valparai,124,LEKSHMANA SINGH. D,AIADMK,43728,,SC,Kongu
Valparai,124,UMADEVI. P,NTK,5256,,SC,Kongu
Valparai,124,NOTA,NOTA,675,,SC,Kongu
Valparai,124,PERUMAL. K,IND,479,,SC,Kongu
Valparai,124,LAKSHMI. N,IND,322,,SC,Kongu
Udumalaipettai,125,JAYAKUMAR M.,DMK,68549,,GEN,Kongu
Udumalaipettai,125,RADHAKRISHNAN K.,AIADMK,65667,,GEN,Kongu
Udumalaipettai,125,SANKAR K.,TVK,59831,,GEN,Kongu
Udumalaipettai,125,RAM KUMAR M.,NTK,6702,,GEN,Kongu
Udumalaipettai,125,NOTA,NOTA,1149,,GEN,Kongu
Udumalaipettai,125,PADMENDRAPRAKASH A.,IND,470,,GEN,Kongu
Udumalaipettai,125,MAHENDRAN A.,IND,322,,GEN,Kongu
Udumalaipettai,125,UMAR ALI D.,IND,315,,GEN,Kongu
Udumalaipettai,125,RAMASAMY S.,IND,227,,GEN,Kongu
Udumalaipettai,125,KALIMUTHU S.,IND,135,,GEN,Kongu
Udumalaipettai,125,GANESH S.,IND,124,,GEN,Kongu
Udumalaipettai,125,ELSY C.,IND,84,,GEN,Kongu
Madathukulam,126,R JAYARAMAKRISHNAN,DMK,70458,,GEN,Kongu
Madathukulam,126,C SHANMUGAVELU,AMMK,54490,,GEN,Kongu
Madathukulam,126,R THIRUMALAI,TVK,52684,,GEN,Kongu
Madathukulam,126,M RADHAMANI,NTK,6578,,GEN,Kongu
Madathukulam,126,NOTA,NOTA,911,,GEN,Kongu
Madathukulam,126,K VADIVAZHAGAN BALAJI,IND,664,,GEN,Kongu
Madathukulam,126,AK SENTHILKUMAR,Puthiya Tamilagam,621,,GEN,Kongu
Madathukulam,126,SP MAHENDRAN,IND,464,,GEN,Kongu
Madathukulam,126,M SHANUGAVEL,IND,397,,GEN,Kongu
Madathukulam,126,S SHANMUGAVEL,IND,301,,GEN,Kongu
Madathukulam,126,P THANGARAJ,IND,263,,GEN,Kongu
Madathukulam,126,M AHAMED ALI,IND,206,,GEN,Kongu
Madathukulam,126,A SHANMUGAVEL,IND,120,,GEN,Kongu
Madathukulam,126,K SHANMUGAVEL,IND,92,,GEN,Kongu
Palani,127,RAVIMANOHARAN. K,AIADMK,66986,,GEN,South
Palani,127,DR. PRAVEEN KUMAR. M,TVK,66293,,GEN,South
Palani,127,PANDI. N,CPI(M),65534,,GEN,South
Palani,127,MURUGESWARI. B,NTK,6300,,GEN,South
Palani,127,NOTA,NOTA,750,,GEN,South
