constituency,ac_number,candidate,party,votes,turnout,reserved,region
Bhavanisagar,107,KARTHIKKUMAR.K,MNM,4297,77.37,SC,Kongu
Bhavanisagar,107,RAMESH.G,DMDK,2197,77.37,SC,Kongu
Bhavanisagar,107,None Of The Above,NOTA,2005,77.37,SC,Kongu
Bhavanisagar,107,G.SAKTHIVEL,BSP,1197,77.37,SC,Kongu
Udhagamandalam,108,"GANESH, R.",INC,65530,67.82,GEN,Kongu
Udhagamandalam,108,"BHOJARAJAN, M.",BJP,60182,67.82,GEN,Kongu
Udhagamandalam,108,"JAYAKUMAR, A.",NTK,6381,67.82,GEN,Kongu
Udhagamandalam,108,"Dr.SURESH BABU, S.",MNM,4935,67.82,GEN,Kongu
Udhagamandalam,108,None Of The Above,NOTA,1376,67.82,GEN,Kongu
Udhagamandalam,108,"LAKSHMANAN, T.",AMMK,1273,67.82,GEN,Kongu
Udhagamandalam,108,"AROKIYANATHAN, B.",IND,514,67.82,GEN,Kongu
Udhagamandalam,108,"VINOTHKUMAR, M.A.",IND,431,67.82,GEN,Kongu
Udhagamandalam,108,"KRISHNAMURTHI, B.",IND,255,67.82,GEN,Kongu
Udhagamandalam,108,"A. SARDAR BABU, B.COM.",IND,225,67.82,GEN,Kongu
Gudalur,109,PON.JAYASEELAN,AIADMK,64496,72.15,SC,Kongu
Gudalur,109,"KASILINGAM, S.",DMK,62551,72.15,SC,Kongu
Gudalur,109,"KETHEESWARAN, R.",NTK,7317,72.15,SC,Kongu
Gudalur,109,"YOGESWARAN, A.",DMDK,1173,72.15,SC,Kongu
Gudalur,109,None Of The Above,NOTA,1017,72.15,SC,Kongu
Gudalur,109,"BABU, J.",MNM,960,72.15,SC,Kongu
Gudalur,109,"SARAVANAN, M.",IND,421,72.15,SC,Kongu
Gudalur,109,"JAYAPRAKASH, P.",Tamilaga Makkal Thannurimai Katchi,322,72.15,SC,Kongu
Coonoor,110,"Ramachandran, K.",DMK,61820,69.79,GEN,Kongu
Coonoor,110,"Vinoth, D.",AIADMK,57715,69.79,GEN,Kongu
Coonoor,110,"Lavanya, M.",NTK,7252,69.79,GEN,Kongu
Coonoor,110,"Rajakumar, H.B.",MNM,3621,69.79,GEN,Kongu
Coonoor,110,"Kalaiselvan, S.",AMMK,2527,69.79,GEN,Kongu
Coonoor,110,None Of The Above,NOTA,1188,69.79,GEN,Kongu
Coonoor,110,"Jayaprakash, D",IND,513,69.79,GEN,Kongu
Coonoor,110,"Arumugam, R.",Anaithu Makkal Puratchi Katchi,439,69.79,GEN,Kongu
Coonoor,110,"Prabhu Inbadass, S.",AITC,404,69.79,GEN,Kongu
Coonoor,110,"Basha, A.",IND,320,69.79,GEN,Kongu
Coonoor,110,"Chandran, K.",IND,109,69.79,GEN,Kongu
Mettupalayam,111,SELVARAJ A K,AIADMK,105231,75.14,GEN,Kongu
Mettupalayam,111,SHANMUGASUNDARAM T R,DMK,102775,75.14,GEN,Kongu
Mettupalayam,111,YASMIN K,NTK,10954,75.14,GEN,Kongu
Mettupalayam,111,None Of The Above,NOTA,2733,75.14,GEN,Kongu
Mettupalayam,111,SARAVANAN P,AMMK,1864,75.14,GEN,Kongu
Mettupalayam,111,SRINIVASAN S,IND,660,75.14,GEN,Kongu
Mettupalayam,111,MAHESHWARAN K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,274,75.14,GEN,Kongu
Mettupalayam,111,SHANMUGASUNDARAM P,IND,184,75.14,GEN,Kongu
Mettupalayam,111,LIAKATHALI O,IND,183,75.14,GEN,Kongu
Mettupalayam,111,SHANMUGASUNDARAM K,IND,115,75.14,GEN,Kongu
Mettupalayam,111,MARIAPPAN T,IND,110,75.14,GEN,Kongu
Avanashi,112,"DHANAPAL, P",AIADMK,117284,75.18,SC,Kongu
Avanashi,112,ATHIYAMAAN RAJU,DMK,66382,75.18,SC,Kongu
Avanashi,112,SHOBA,NTK,13256,75.18,SC,Kongu
Avanashi,112,"VENKATESWARAN, A",MNM,8379,75.18,SC,Kongu
Avanashi,112,"MEERA, K",DMDK,2577,75.18,SC,Kongu
Avanashi,112,None Of The Above,NOTA,2372,75.18,SC,Kongu
Avanashi,112,"DURAISAMY, P",BSP,833,75.18,SC,Kongu
Avanashi,112,"RANGASAMY, P",IND,520,75.18,SC,Kongu
Avanashi,112,"MURUGESAN, R",IND,379,75.18,SC,Kongu
Avanashi,112,"SAKUNTHALA, T",IND,179,75.18,SC,Kongu
Avanashi,112,"ARUMUGAM, P",IND,173,75.18,SC,Kongu
Avanashi,112,ANNAMALAI,IND,154,75.18,SC,Kongu
Avanashi,112,"SUBRAMANI, K",India Dravida Makkal Munnetra Katchi,139,75.18,SC,Kongu
Tiruppur (North),113,VIJEYAKUMAR.K.N,AIADMK,113384,62.44,GEN,Kongu
Tiruppur (North),113,RAVI (Alias) SUBRAMANIAN . M,CPI,73282,62.44,GEN,Kongu
Tiruppur (North),113,EASWARAN.S,NTK,23110,62.44,GEN,Kongu
Tiruppur (North),113,SIVABALAN.S,MNM,19602,62.44,GEN,Kongu
Tiruppur (North),113,SELVAKUMAR.M,DMDK,3427,62.44,GEN,Kongu
Tiruppur (North),113,None Of The Above,NOTA,2162,62.44,GEN,Kongu
Tiruppur (North),113,ALAGHUSUNDARAM.P,Anna Dravidar Kazhagam,592,62.44,GEN,Kongu
Tiruppur (North),113,CHANDRASEKARAN.R,BSP,477,62.44,GEN,Kongu
Tiruppur (North),113,SENTHILKUMAR.V,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,428,62.44,GEN,Kongu
Tiruppur (North),113,RANGASAMY.M,IND,366,62.44,GEN,Kongu
Tiruppur (North),113,UDHAYAKUMAR.S,IND,342,62.44,GEN,Kongu
Tiruppur (North),113,SENTHILVEL.A,IND,302,62.44,GEN,Kongu
Tiruppur (North),113,MURUGA PANDI.S,IND,250,62.44,GEN,Kongu
Tiruppur (North),113,DEIVASIGAMANI.K,Ezhuchi Tamilargal Munnetra Kazhagam,139,62.44,GEN,Kongu
Tiruppur (North),113,SENTHILKUMAR.R,IND,133,62.44,GEN,Kongu
Tiruppur (North),113,SENTHILKUMAR.T.N,IND,96,62.44,GEN,Kongu
Tiruppur (South),114,SELVARAJ. K.,DMK,75535,62.74,GEN,Kongu
Tiruppur (South),114,GUNASEKARAN. S.,AIADMK,70826,62.74,GEN,Kongu
Tiruppur (South),114,SHANMUGASUNDARAM. K.,NTK,12898,62.74,GEN,Kongu
Tiruppur (South),114,ANUSHA RAVI.,MNM,9934,62.74,GEN,Kongu
Tiruppur (South),114,VISHALAKCHI. A.,AMMK,1757,62.74,GEN,Kongu
Tiruppur (South),114,None Of The Above,NOTA,1142,62.74,GEN,Kongu
Tiruppur (South),114,ARUNKUMAR. G.,Tamil Nadu Ilangyar Katchi,554,62.74,GEN,Kongu
Tiruppur (South),114,CHELLAPANDY. P.,BSP,312,62.74,GEN,Kongu
Tiruppur (South),114,PRAKASH. R.,IND,265,62.74,GEN,Kongu
Tiruppur (South),114,SELVAN. K.,IND,224,62.74,GEN,Kongu
Tiruppur (South),114,ASLAM. J.,IND,164,62.74,GEN,Kongu
Tiruppur (South),114,SARVALOGA DAYABARAN. M.A.,IND,147,62.74,GEN,Kongu
Tiruppur (South),114,MUTHUSAMY. K.,IND,121,62.74,GEN,Kongu
Tiruppur (South),114,DEIVEEGAN. K.,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,101,62.74,GEN,Kongu
Tiruppur (South),114,MALARVIZHI. G.,IND,83,62.74,GEN,Kongu
Tiruppur (South),114,GUNASEKARAN. M.,IND,80,62.74,GEN,Kongu
Tiruppur (South),114,KADER BASHA. A.,IND,76,62.74,GEN,Kongu
Tiruppur (South),114,SELVARAJ. A.,IND,68,62.74,GEN,Kongu
Tiruppur (South),114,GANESH. E.,IND,66,62.74,GEN,Kongu
Tiruppur (South),114,GUNASEKARAN. I.,IND,38,62.74,GEN,Kongu
Tiruppur (South),114,VIJAYAKUMAR. A.,IND,27,62.74,GEN,Kongu
Palladam,115,ANANDAN M S M,AIADMK,126903,66.7,GEN,Kongu
Palladam,115,MUTHURATHINAM K,DMK,94212,66.7,GEN,Kongu
Palladam,115,SUBRAMANIAN S,NTK,20524,66.7,GEN,Kongu
Palladam,115,MAYILSAMY G,MNM,10227,66.7,GEN,Kongu
Palladam,115,JOTHIMANI R,AMMK,2618,66.7,GEN,Kongu
Palladam,115,None Of The Above,NOTA,1802,66.7,GEN,Kongu
Palladam,115,MUTHURATHINAM M,IND,722,66.7,GEN,Kongu
Palladam,115,THUYAMANI R,IND,693,66.7,GEN,Kongu
Palladam,115,ANNADURAI R,BSP,610,66.7,GEN,Kongu
Palladam,115,MURUGESAN K,IND,587,66.7,GEN,Kongu
Palladam,115,ANTONY MARIARAJ A,Tamil Nadu Ilangyar Katchi,530,66.7,GEN,Kongu
Palladam,115,MARUTHASALAM V,IND,365,66.7,GEN,Kongu
Palladam,115,RAMESH V,IND,315,66.7,GEN,Kongu
Palladam,115,UMANATH R,United States of India Party,309,66.7,GEN,Kongu
Palladam,115,VIJIYAKUMAR M,IND,218,66.7,GEN,Kongu
Palladam,115,THANGARAJ A,IND,215,66.7,GEN,Kongu
Palladam,115,MUTHURATHINAM L,IND,171,66.7,GEN,Kongu
Palladam,115,SIVAKUMAR G,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,162,66.7,GEN,Kongu
Palladam,115,THINAKARAN K,Anna Dravidar Kazhagam,130,66.7,GEN,Kongu
Palladam,115,SARATHA T,IND,112,66.7,GEN,Kongu
Palladam,115,SHAHUL HAMEED M,IND,86,66.7,GEN,Kongu
Sulur,116,KANDASAMY V.P.,AIADMK,118968,75.57,GEN,Kongu
Sulur,116,PREMIER SELVAM (a)KALICHAMY M,DMK,87036,75.57,GEN,Kongu
Sulur,116,ELANGOVAN. G,NTK,14426,75.57,GEN,Kongu
Sulur,116,RANGANATHAN. A,MNM,12658,75.57,GEN,Kongu
Sulur,116,SENTHIL KUMAR. S.A.,AMMK,4111,75.57,GEN,Kongu
Sulur,116,None Of The Above,NOTA,2610,75.57,GEN,Kongu
Sulur,116,PREM KUMAR P,IND,380,75.57,GEN,Kongu
Sulur,116,NAGARAJ. K,Ganasangam Party of India,241,75.57,GEN,Kongu
Sulur,116,SELVA KUMAR D,IND,213,75.57,GEN,Kongu
Sulur,116,KARTHIKEYAN P,IND,209,75.57,GEN,Kongu
Sulur,116,SHANKAR GURU. M,IND,196,75.57,GEN,Kongu
Sulur,116,SELVAN S,IND,177,75.57,GEN,Kongu
Sulur,116,JAGADHEESH. S,My India Party,128,75.57,GEN,Kongu
Sulur,116,SHANMUGAM R,IND,116,75.57,GEN,Kongu
Sulur,116,SENTHIL KUMAR. S.A.P.,IND,101,75.57,GEN,Kongu
Sulur,116,KANDASAMY T,IND,83,75.57,GEN,Kongu
Kavundampalayam,117,G.Arunkumar,AIADMK,135669,66.13,GEN,Kongu
Kavundampalayam,117,R.Krishnan,DMK,125893,66.13,GEN,Kongu
Kavundampalayam,117,Pankaj Jain,MNM,23527,66.13,GEN,Kongu
Kavundampalayam,117,Kalamani.M,NTK,17897,66.13,GEN,Kongu
Kavundampalayam,117,None Of The Above,NOTA,2892,66.13,GEN,Kongu
Kavundampalayam,117,Aruna.M,AMMK,2002,66.13,GEN,Kongu
Kavundampalayam,117,Siva.K,Tamil Nadu Ilangyar Katchi,726,66.13,GEN,Kongu
Kavundampalayam,117,Pushpanantham.V,IND,420,66.13,GEN,Kongu
Kavundampalayam,117,Arunkumar.T,IND,296,66.13,GEN,Kongu
Kavundampalayam,117,Selvaraj.M,New Generation People’s Party,178,66.13,GEN,Kongu
Kavundampalayam,117,Gnanaraj.M,IND,161,66.13,GEN,Kongu
Kavundampalayam,117,Krishnan.M,IND,140,66.13,GEN,Kongu
Kavundampalayam,117,Suriyakumar.K,IND,117,66.13,GEN,Kongu
Coimbatore North,118,AMMAN K.ARJUNAN,AIADMK,81454,59.21,GEN,Kongu
Coimbatore North,118,SHANMUGASUNDARAM V.M,DMK,77453,59.21,GEN,Kongu
Coimbatore North,118,THANGAVELU R,MNM,26503,59.21,GEN,Kongu
Coimbatore North,118,Balendran C.B,NTK,11433,59.21,GEN,Kongu
Coimbatore North,118,None Of The Above,NOTA,1701,59.21,GEN,Kongu
Coimbatore North,118,APPATHURAI N.R,AMMK,1659,59.21,GEN,Kongu
Coimbatore North,118,DURAIRAJ K,Tamil Nadu Ilangyar Katchi,531,59.21,GEN,Kongu
Coimbatore North,118,BALAMURUGAN M,IND,313,59.21,GEN,Kongu
Coimbatore North,118,KEERTHIGA PARTHASARATHI,IND,250,59.21,GEN,Kongu
Coimbatore North,118,BALAJI V,IND,248,59.21,GEN,Kongu
Coimbatore North,118,MAHARISHI MANDHARACSALAM,IND,233,59.21,GEN,Kongu
Coimbatore North,118,NAVAMANI R,IND,141,59.21,GEN,Kongu
Coimbatore North,118,LOGANATHAN M,IND,140,59.21,GEN,Kongu
Coimbatore North,118,ARUL MURUGAN A,IND,139,59.21,GEN,Kongu
Coimbatore North,118,PANNEER SELVARAJ M,New Generation People’s Party,135,59.21,GEN,Kongu
Coimbatore North,118,KANNAPIRAN V,Dravida Murpokku Makkal Katchi,128,59.21,GEN,Kongu
Coimbatore North,118,KUMAR G.D.K,IND,124,59.21,GEN,Kongu
Coimbatore North,118,RAJKUMAR M.P,Makkal Munnetra Peravai,86,59.21,GEN,Kongu
Coimbatore North,118,SHANMUGASUNDARAM K,IND,57,59.21,GEN,Kongu
Coimbatore North,118,DALIT. SU. JEYARAJ,IND,49,59.21,GEN,Kongu
Coimbatore North,118,RAMESHKUMAR D,IND,22,59.21,GEN,Kongu
Thondamuthur,119,S.P. VELUMANI,AIADMK,124225,70.22,GEN,Kongu
Thondamuthur,119,KARTHIKEYA,DMK,82595,70.22,GEN,Kongu
Thondamuthur,119,S. SHAJAHAN,MNM,11606,70.22,GEN,Kongu
Thondamuthur,119,S. KALAIARASI,NTK,8042,70.22,GEN,Kongu
Thondamuthur,119,None Of The Above,NOTA,1635,70.22,GEN,Kongu
Thondamuthur,119,R.SATHISHKUMAR,AMMK,1235,70.22,GEN,Kongu
Thondamuthur,119,A. MANSOOR ALI KHAN,IND,428,70.22,GEN,Kongu
Thondamuthur,119,J.JOHN EDWARD VISUVASAM,IND,312,70.22,GEN,Kongu
Thondamuthur,119,CC SELVAMOHAN,IND,175,70.22,GEN,Kongu
Thondamuthur,119,A. ABDUL GAFOOR,IND,142,70.22,GEN,Kongu
Thondamuthur,119,M. BADRAN,Ganasangam Party of India,136,70.22,GEN,Kongu
Coimbatore South,120,VANATHI SRINIVASAN,BJP,53209,60.69,GEN,Kongu
Coimbatore South,120,KAMALHAASAN,MNM,51481,60.69,GEN,Kongu
Coimbatore South,120,MAYURA S JAYAKUMAR,INC,42383,60.69,GEN,Kongu
Coimbatore South,120,ABDUL WAHAB,NTK,4300,60.69,GEN,Kongu
Coimbatore South,120,None Of The Above,NOTA,901,60.69,GEN,Kongu
Coimbatore South,120,DURAISAMY @ CHALLENGER DURAI,AMMK,701,60.69,GEN,Kongu
Coimbatore South,120,ROSHAN,BSP,274,60.69,GEN,Kongu
Coimbatore South,120,SUNDARAVADIVELU,IND,190,60.69,GEN,Kongu
Coimbatore South,120,DHANDABANI,IND,181,60.69,GEN,Kongu
Coimbatore South,120,SELVAKUMAR,IND,163,60.69,GEN,Kongu
Coimbatore South,120,PALANIKUMAR.V,IND,136,60.69,GEN,Kongu
Coimbatore South,120,NAGAVALLI,IND,135,60.69,GEN,Kongu
Coimbatore South,120,GOPALAKRISHNAN,New Generation People’s Party,127,60.69,GEN,Kongu
Coimbatore South,120,JAYAPRAKASH.N,IND,102,60.69,GEN,Kongu
Coimbatore South,120,SANMUGAVEL,Ganasangam Party of India,76,60.69,GEN,Kongu
Coimbatore South,120,VIVEK SUBRAMANIAM,Manitha Urimaigal Kalaagam,74,60.69,GEN,Kongu
Coimbatore South,120,RAGHUL GANDHI .K,Hindustan Janta Party,73,60.69,GEN,Kongu
Coimbatore South,120,JAYACHANDRAN,IND,62,60.69,GEN,Kongu
Coimbatore South,120,VELLIMALAI,"Makkal Sananayaga Kudiyarasu Katchi,",59,60.69,GEN,Kongu
Coimbatore South,120,KUMAREASAN. K,IND,58,60.69,GEN,Kongu
Coimbatore South,120,ALPHONSERAJ,IND,51,60.69,GEN,Kongu
Coimbatore South,120,CHELLADURAI. S,IND,29,60.69,GEN,Kongu
Singanallur,121,"Jayaram, K.R",AIADMK,81244,61.73,GEN,Kongu
Singanallur,121,"Karthik, N",DMK,70390,61.73,GEN,Kongu
Singanallur,121,"Mahendran, R",MNM,36855,61.73,GEN,Kongu
Singanallur,121,"Narmadha, R",NTK,8366,61.73,GEN,Kongu
Singanallur,121,"Selva, S.R",AMMK,1733,61.73,GEN,Kongu
Singanallur,121,None Of The Above,NOTA,1432,61.73,GEN,Kongu
Singanallur,121,"Nabas Sherif, M",IND,257,61.73,GEN,Kongu
Singanallur,121,"Sasikumar, M",Anna Dravidar Kazhagam,211,61.73,GEN,Kongu
Singanallur,121,"Chanthirika, R",IND,201,61.73,GEN,Kongu
Singanallur,121,Praveen Venkatachalam,IND,188,61.73,GEN,Kongu
Singanallur,121,"Nagarajan, J",IND,163,61.73,GEN,Kongu
Singanallur,121,"Karthik, N",IND,135,61.73,GEN,Kongu
Singanallur,121,"Mohandass, N",IND,121,61.73,GEN,Kongu
Singanallur,121,"Palanisamy, N",My India Party,113,61.73,GEN,Kongu
Singanallur,121,"SenthilKumar, S",United States of India Party,94,61.73,GEN,Kongu
Singanallur,121,"Maniraj, K",IND,89,61.73,GEN,Kongu
Singanallur,121,"Kumar babu, K",IND,87,61.73,GEN,Kongu
Singanallur,121,"Akbar Ali, A",IND,86,61.73,GEN,Kongu
Singanallur,121,"Viju Alban Prakash, V",IND,86,61.73,GEN,Kongu
Singanallur,121,"Karthick, N",IND,73,61.73,GEN,Kongu
Singanallur,121,"Gowtham, P",IND,67,61.73,GEN,Kongu
Singanallur,121,"Krishnan, V",IND,30,61.73,GEN,Kongu
Kinathukadavu,122,Damodaran.S,AIADMK,101537,70.64,GEN,Kongu
Kinathukadavu,122,Kuruchi Prabhakaran,DMK,100442,70.64,GEN,Kongu
Kinathukadavu,122,Siva.A,MNM,13939,70.64,GEN,Kongu
Kinathukadavu,122,Umajagadesh.M,NTK,11280,70.64,GEN,Kongu
Kinathukadavu,122,None Of The Above,NOTA,2280,70.64,GEN,Kongu
Kinathukadavu,122,ROHINI MA.PA,AMMK,1248,70.64,GEN,Kongu
Kinathukadavu,122,Velusamy.V,IND,505,70.64,GEN,Kongu
Kinathukadavu,122,Anbazhagan.G,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,353,70.64,GEN,Kongu
Kinathukadavu,122,Nagendran.P,IND,228,70.64,GEN,Kongu
Kinathukadavu,122,Mariappan.R,Ganasangam Party of India,187,70.64,GEN,Kongu
Kinathukadavu,122,Noor Muhamad . A,IND,135,70.64,GEN,Kongu
Kinathukadavu,122,Dharmalingam.K,IND,108,70.64,GEN,Kongu
Kinathukadavu,122,Nazir Babu.S,IND,88,70.64,GEN,Kongu
Kinathukadavu,122,James.S,All India Jananayaka Makkal Kazhagam,55,70.64,GEN,Kongu
Kinathukadavu,122,Atheeswaran.S,IND,50,70.64,GEN,Kongu
Pollachi,123,Pollachi V. Jayaraman,AIADMK,80567,77.34,GEN,Kongu
Pollachi,123,"Dr. Varadharajan, K.",DMK,78842,77.34,GEN,Kongu
Pollachi,123,"Sathieshkumar, V.T.",MNM,7589,77.34,GEN,Kongu
Pollachi,123,"Logeswari, N.",NTK,6402,77.34,GEN,Kongu
Pollachi,123,None Of The Above,NOTA,1546,77.34,GEN,Kongu
Pollachi,123,"Sugumar, K.",AMMK,1141,77.34,GEN,Kongu
Pollachi,123,"Aruchamy, C.M.",BSP,491,77.34,GEN,Kongu
Pollachi,123,"Shanthu Mohamed, A.",IND,368,77.34,GEN,Kongu
Pollachi,123,"Muthukumarasamy, R.",IND,362,77.34,GEN,Kongu
Valparai,124,AMULKANDASAMI T K,AIADMK,71672,70.04,SC,Kongu
Valparai,124,ARUMUGAM M,CPI,59449,70.04,SC,Kongu
Valparai,124,KOHILA C,NTK,7632,70.04,SC,Kongu
Valparai,124,SENTHILRAJ D,MNM,3314,70.04,SC,Kongu
Valparai,124,None Of The Above,NOTA,1415,70.04,SC,Kongu
Valparai,124,MURUGARAJ M S,DMDK,1335,70.04,SC,Kongu
Valparai,124,RANGASAMY T M,IND,355,70.04,SC,Kongu
Udumalpet,125,"Radhakrishnan,K.",AIADMK,96893,71.31,GEN,Kongu
Udumalpet,125,"Thennarasu,K.",INC,74998,71.31,GEN,Kongu
Udumalpet,125,"Babu Ranjendra Prasad,A.",NTK,8592,71.31,GEN,Kongu
Udumalpet,125,"Srinithi,V.",MNM,8163,71.31,GEN,Kongu
Udumalpet,125,None Of The Above,NOTA,1478,71.31,GEN,Kongu
Udumalpet,125,"Palanisamy,R.",AMMK,1043,71.31,GEN,Kongu
Udumalpet,125,"Dhivya,D.",IND,787,71.31,GEN,Kongu
Udumalpet,125,"Krishnan,T.",Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,683,71.31,GEN,Kongu
Udumalpet,125,"Kumar,K.",BSP,459,71.31,GEN,Kongu
Udumalpet,125,"Rajini,K.",IND,300,71.31,GEN,Kongu
Udumalpet,125,"Umar Ali,D.",IND,224,71.31,GEN,Kongu
Udumalpet,125,"Arumugam,P.",IND,184,71.31,GEN,Kongu
Udumalpet,125,"Karthikeyan,S.",IND,181,71.31,GEN,Kongu
Udumalpet,125,"Nachammal,K.",Anaithu Makkal Arasiyal Katchi,177,71.31,GEN,Kongu
Udumalpet,125,"Elsy,C.",IND,126,71.31,GEN,Kongu
Udumalpet,125,"Ashokkumar,S.",IND,70,71.31,GEN,Kongu
Madathukulam,126,C MAHENDRAN,AIADMK,84313,72.45,GEN,Kongu
Madathukulam,126,R.JAYARAMAKRISHNAN,DMK,77875,72.45,GEN,Kongu
Madathukulam,126,C.SHANMUGAVELU,AMMK,6515,72.45,GEN,Kongu
Madathukulam,126,U SANUJA,NTK,6245,72.45,GEN,Kongu
Madathukulam,126,K KUMARESAN,MNM,2894,72.45,GEN,Kongu
Madathukulam,126,None Of The Above,NOTA,1048,72.45,GEN,Kongu
Madathukulam,126,G RAMAKRISHNAN,IND,712,72.45,GEN,Kongu
Madathukulam,126,K MAHENDRAKUMAR,IND,611,72.45,GEN,Kongu
Madathukulam,126,K MANICKASAMY,IND,503,72.45,GEN,Kongu
Madathukulam,126,J.BENJAMIN KIRUBAKARAN,BSP,467,72.45,GEN,Kongu
Madathukulam,126,P MAHENDRAN,IND,172,72.45,GEN,Kongu
Madathukulam,126,K.MAHALINGAM,IND,141,72.45,GEN,Kongu
Madathukulam,126,M SHANMUGAVEL,IND,130,72.45,GEN,Kongu
Madathukulam,126,K SAKTHIVEL,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,105,72.45,GEN,Kongu
Madathukulam,126,P THANGARAJ,IND,88,72.45,GEN,Kongu
Madathukulam,126,P SUBRAMANIAN,IND,83,72.45,GEN,Kongu
Palani,127,SENTHIL KUMAR I.P,DMK,108566,73.33,GEN,South
Palani,127,RAVI MANOHARAN K,AIADMK,78510,73.33,GEN,South
Palani,127,VINOTH RAJASEKARAN G,NTK,7656,73.33,GEN,South
Palani,127,POOVENDHAN T,MNM,3732,73.33,GEN,South
Palani,127,VEERAKUMAR V,AMMK,2255,73.33,GEN,South
Palani,127,None Of The Above,NOTA,1110,73.33,GEN,South
Palani,127,SIVABALA MOORTHI K,Akhil Bharat Hindu Mahasabha,601,73.33,GEN,South
Palani,127,SUDHA R B,IND,522,73.33,GEN,South
Palani,127,SURESH M,IND,462,73.33,GEN,South
Palani,127,NACHIMUTHU S,BSP,443,73.33,GEN,South
Palani,127,NAGENDRAN G,IND,310,73.33,GEN,South
Palani,127,SAMIAPPA GOUNDER P,IND,195,73.33,GEN,South
Palani,127,SHAHUL HAMEED,IND,149,73.33,GEN,South
Palani,127,SIDDIQ M,IND,110,73.33,GEN,South
Palani,127,LATHIKA,IND,106,73.33,GEN,South
Palani,127,PERIYADURAI M,IND,95,73.33,GEN,South
Palani,127,ANANTHAN S. P,IND,92,73.33,GEN,South
Palani,127,THANGAVEL B,My India Party,77,73.33,GEN,South
Palani,127,MUNISHRAJA M,IND,73,73.33,GEN,South
Palani,127,PANDEESWARAN M,IND,68,73.33,GEN,South
Palani,127,RASULBEEVI SAHABUDEEN,IND,64,73.33,GEN,South
Palani,127,THANGAVEL A,IND,58,73.33,GEN,South
Palani,127,KALIAPPAN K,IND,49,73.33,GEN,South
Palani,127,AZHAGUMALAI A,IND,43,73.33,GEN,South
Palani,127,KARUPPUSAMY P,IND,38,73.33,GEN,South
Oddanchatram,128,SAKKARAPANI R,DMK,109970,83.08,GEN,South
Oddanchatram,128,NATARAJ N.P,AIADMK,81228,83.08,GEN,South
Oddanchatram,128,SAKTHI DEVI T,NTK,4944,83.08,GEN,South
Oddanchatram,128,None Of The Above,NOTA,1457,83.08,GEN,South
Oddanchatram,128,SIVA KUMAR M,DMDK,1427,83.08,GEN,South
Oddanchatram,128,ABDUL HADI A,MNM,1082,83.08,GEN,South
Oddanchatram,128,MURUGARAJ P,BSP,529,83.08,GEN,South
Oddanchatram,128,MARIMUTHU T.S,IND,407,83.08,GEN,South
Oddanchatram,128,BALASUBRAMANI S,IND,356,83.08,GEN,South
Oddanchatram,128,CHELLAMUTHU K,IND,100,83.08,GEN,South
Oddanchatram,128,RAVI M,Anaithu Makkal Puratchi Katchi,61,83.08,GEN,South
Oddanchatram,128,SIVANESAN K,IND,59,83.08,GEN,South
Oddanchatram,128,RAVICHANDRAN K,My India Party,52,83.08,GEN,South
Oddanchatram,128,SIVAPRAKASH S,IND,44,83.08,GEN,South
Oddanchatram,128,SHANMUGAVEL P,IND,40,83.08,GEN,South
Athoor,129,PERIYASAMY I,DMK,165809,77.96,GEN,South
Athoor,129,THILAGABAMA M,PMK,30238,77.96,GEN,South
Athoor,129,SIMON JUSTIN A,NTK,17168,77.96,GEN,South
Athoor,129,SIVASAKTHIVEL P,MNM,3241,77.96,GEN,South
Athoor,129,SELVAKUMAR P,AMMK,3017,77.96,GEN,South
Athoor,129,SAVADAMUTHU A,IND,1722,77.96,GEN,South
Athoor,129,None Of The Above,NOTA,1564,77.96,GEN,South
Athoor,129,PALRAJ R,IND,1357,77.96,GEN,South
Athoor,129,MUTHULAKSHMI R,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,1180,77.96,GEN,South
Athoor,129,SILAMBARASAN M,Puthiya Tamilagam,880,77.96,GEN,South
Athoor,129,KARTHIGAISELVAN K,BSP,749,77.96,GEN,South
Athoor,129,SANKAR D,IND,700,77.96,GEN,South
Athoor,129,ANBU AS,IND,535,77.96,GEN,South
Athoor,129,SILAMBARASAN P,IND,486,77.96,GEN,South
Athoor,129,THILAGAVATHY S,IND,349,77.96,GEN,South
Athoor,129,KARTHI M,IND,322,77.96,GEN,South
Athoor,129,BALAMURUGAN A,IND,190,77.96,GEN,South
Athoor,129,VEERAMALAI S,IND,133,77.96,GEN,South
Athoor,129,MURUGANANTHAM C,IND,125,77.96,GEN,South
Athoor,129,JEYASEKARAN R,My India Party,88,77.96,GEN,South
Athoor,129,RAGUPATHI P,Anaithu Makkal Puratchi Katchi,87,77.96,GEN,South
Nilakottai,130,S.Thenmozhi,AIADMK,91461,75.07,SC,South
Nilakottai,130,K.Murugavelrajan,DMK,63843,75.07,SC,South
Nilakottai,130,G.Vasanthadevi,NTK,17505,75.07,SC,South
